State,District,University Type,University Name,University_Name_Cleaned,University ID,College Name,College_Name_Cleaned,College Id,College Type,Address,Website,Management,Year of Establishment,Specialised in,Location,Upload Year,The Institute Added In Survey Year,Location_Cleaned,Management_Cleaned,Segregation_type,Year_of_Establishment_cleaned
Karnataka,Kalaburagi,State Public University,"Gulbarga University, Gulbarga (Id: U-0219)","Gulbarga University, Gulbarga",U-0219,C522 SRI SHIVANA GUNDESHWAR EDUCATION SOCIETY LOVELY FRIEND ARTS DEGREE COLLEGE (Id: C-49695),C522 SRI SHIVANA GUNDESHWAR EDUCATION SOCIETY LOVELY FRIEND ARTS DEGREE COLLEGE,C-49695,Affiliated College,"AT CHIGRALLI CAMP, POST YALWAR, JEWARGI",,Local Body,2013,No,Rural,2019,2013,Rural,Local Body,Government,2013
Karnataka,Bengaluru Urban,State Public University,BENGALURU CENTRAL UNIVERSITY (Id: U-0956),BENGALURU CENTRAL UNIVERSITY,U-0956,"Sarvodaya FGC, Near Devaiah Park, Nagappa Block, Bangalore-21 (Id: C-20657)","Sarvodaya FGC, Near Devaiah Park, Nagappa Block, Bangalore-21",C-20657,Affiliated College,"Near  Devaiah Park, Nagappa Block, Bengaluru",,Private Un-Aided,1990,No,Urban,2020,2010,Urban,Private Un-Aided,Private,1990
Karnataka,Bidar,State Public University,"Gulbarga University, Gulbarga (Id: U-0219)","Gulbarga University, Gulbarga",U-0219,B561 SRI SAI COMMERCE DEGREE COLLEGE BHALKI  (Id: C-62919),B561 SRI SAI COMMERCE DEGREE COLLEGE BHALKI,C-62919,Affiliated College,NEAR SHIVAJI CIRCAL BIDAR ROAD BHALKI.,,State Government,,No,Urban,2019,2019,Urban,State Government,Government,Not Defined
Karnataka,Kodagu,State Public University,"Mangalore University, Mangalore (Id: U-0233)","Mangalore University, Mangalore",U-0233,"Mahatma Gandhi Memorial Science College, Behind Govt. Hospital, Kushalnagar, Kodagu (Id: C-17002)","Mahatma Gandhi Memorial Science College, Behind Govt. Hospital, Kushalnagar, Kodagu",C-17002,Affiliated College,"MGM DEGREE COLLEGE, NEAR THAVAREKERE , KUSHALNAGAR, MGM DEGREE COLLEGE, NEAR THAVAREKERE, KUSHALNAGAR, KUSHALNAGAR",svetkushalnagar.in/admin,Private Un-Aided,2007,No,Urban,2020,2010,Urban,Private Un-Aided,Private,2007
Karnataka,Kalaburagi,State Public University,"Gulbarga University, Gulbarga (Id: U-0219)","Gulbarga University, Gulbarga",U-0219,C634 NAGAMANIKYA MSW COLLEGE (Id: C-56193),C634 NAGAMANIKYA MSW COLLEGE,C-56193,Affiliated College,"Opp Central Bus stand  Behind Kapil Lodge Shanti Nagar Gulbarga, GULBARGA",,Private Un-Aided,2016,No,Urban,2020,2016,Urban,Private Un-Aided,Private,2016
Karnataka,Bengaluru Urban,Deemed University-Private,"Manipal Academy of Higher Education, Manipal (Id: U-0234)","Manipal Academy of Higher Education, Manipal",U-0234,"Manipal Institute of Regenerative Medicine, Bangalore (Id: C-7253)","Manipal Institute of Regenerative Medicine, Bangalore",C-7253,Constituent / University College,"Allalasandra, GKVK Post, Yelahanka, Bangalore - 560065, Bangalore",www.manipal.edu,University,2007,Regenerative Medicine,Urban,2020,2010,Urban,University,Government,2007
Karnataka,Belagavi,State Public University,"Rani Channamma University, Belagavi (Id: U-0602)","Rani Channamma University, Belagavi",U-0602,"S N J P S N M T, BCA COLLEGE, NIDASOSI (Id: C-9974)","S N J P S N M T, BCA COLLEGE, NIDASOSI",C-9974,Affiliated College,"Adarsh Nagar, Tal: Hukkeri, Sankeshwar",www.bcanidasoshi.org,Private Un-Aided,2007,Computer Application,Rural,2020,2010,Rural,Private Un-Aided,Private,2007
Karnataka,Bengaluru Urban,State Public University,"Bangalore University, Bangalore (Id: U-0215)","Bangalore University, Bangalore",U-0215,SRI GURU SAI FIRST GDADE COLLEGE (Id: C-62416),SRI GURU SAI FIRST GDADE COLLEGE,C-62416,Affiliated College,"opp Khabeer matt, near Domino pizza, ,Kengeri Satellite  Town, Kengeri Uppanagar, Bengaluru",www.sriguruglobal.com,Private Un-Aided,2019,nil,Urban,2020,2019,Urban,Private Un-Aided,Private,2019
Karnataka,Hassan,State Public University,"University of Mysore, Mysore (Id: U-0235)","University of Mysore, Mysore",U-0235,"Government Science College,Hassan (Id: C-17597)","Government Science College,Hassan",C-17597,Affiliated College,"Salagame Road, Hassan, Hassan",https://gfgc.kar.nic.in/gsc-hassan/,State Government,1984,Science,Rural,2020,2010,Rural,State Government,Government,1984
Karnataka,Bengaluru Urban,State Public University,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)","Rajiv Gandhi University of Health Sciences, Bangalore",U-0240,Raja Rajeswari Medical College & Hospital (Id: C-40063),Raja Rajeswari Medical College & Hospital,C-40063,Affiliated College,"#202, Kambipura , Mysore Road, Bangalore-560074, #202, Kambipura , Mysore Road, Bangalore-560074, Bangalore",www.rrmch.org,Private Un-Aided,2005,Medical-Others,Urban,2020,2010,Urban,Private Un-Aided,Private,2005
Karnataka,Chikballapur,State Public University,BENGALURU NORTH UNIVERSITY (Id: U-0972),BENGALURU NORTH UNIVERSITY,U-0972,VISHNUPRIYA COLLEGE OF MANAGEMENT STUDIES (Id: C-51597),VISHNUPRIYA COLLEGE OF MANAGEMENT STUDIES,C-51597,Affiliated College,"Behind Nandi Cold-Storage, NH-7,, Jadalathimanahalli Village,, Chickballapur",www.vishnupriyacollege.com,Private Un-Aided,2000,Management,Rural,2020,2014,Rural,Private Un-Aided,Private,2000
Karnataka,Bengaluru Urban,State Public University,"Bangalore University, Bangalore (Id: U-0215)","Bangalore University, Bangalore",U-0215,BASAVESHWARA COLLEGE OF COMMERCE  (Id: C-62809),BASAVESHWARA COLLEGE OF COMMERCE,C-62809,Affiliated College,"2nd stage 2nd phase west of chord road, Mahalaxmipuram, Bangalore",,Private Un-Aided,2016,No,Urban,2020,2019,Urban,Private Un-Aided,Private,2016
Karnataka,Bengaluru Urban,State Public University,BENGALURU NORTH UNIVERSITY (Id: U-0972),BENGALURU NORTH UNIVERSITY,U-0972,Christian Institute of Management (Id: C-54199),Christian Institute of Management,C-54199,Affiliated College,"No. 150/6, Horamavu, Agara, Bangalore",www.christiancollegebangalore.org,Private Aided,2013,No,Urban,2020,2015,Urban,Private Aided,Private,2013
Karnataka,Yadgir,State Public University,"Gulbarga University, Gulbarga (Id: U-0219)","Gulbarga University, Gulbarga",U-0219,C685 SHRI YAMAREDDY MUNDAS DEGREE COLLEGE YADAGIRI (Id: C-59944),C685 SHRI YAMAREDDY MUNDAS DEGREE COLLEGE YADAGIRI,C-59944,Affiliated College,"OPPOSITE DISTRICT COURT COMPLEX YADGIRI, YADGIRI",,Private Un-Aided,2017,No,Urban,2020,2018,Urban,Private Un-Aided,Private,2017
Karnataka,Mysuru,State Public University,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)","Rajiv Gandhi University of Health Sciences, Bangalore",U-0240,J S S College of Nursing (Id: C-40523),J S S College of Nursing,C-40523,Affiliated College,"Old JSS Hospital Campus, 2nd Floor, Ramanuja Road, Mysuru",www.jsscon.org,Private Un-Aided,1997,Nursing,Urban,2020,2010,Urban,Private Un-Aided,Private,1997
Karnataka,Ballari,State Public University,"Vijayanagara Sri Krishnadevaraya University, Bellary (Id: U-0603)","Vijayanagara Sri Krishnadevaraya University, Bellary",U-0603,"Allam Karibasappa Institute of Management, Bellary. (Id: C-8601)","Allam Karibasappa Institute of Management, Bellary.",C-8601,Affiliated College,"Veerasaiva College Campus,, Airport Road, Cantonment, BALLARI",www.vvsakim.org,Private Un-Aided,1998,No,Urban,2020,2010,Urban,Private Un-Aided,Private,1998
Karnataka,Bengaluru Urban,State Public University,"Karnataka State Law University, Hubli (Id: U-0227)","Karnataka State Law University, Hubli",U-0227,"B.E.S. College of Law, Bangalore (Id: C-9816)","B.E.S. College of Law, Bangalore",C-9816,Affiliated College,"CA-27, 16th Main, 4th Block, Jayanagar, Bangalore-560011, CA-27, 16th Main, 4th Block, Jayanagar, Bangalore-560011, BANGALORE",www.besinstitutions.edu.in,Private Un-Aided,1998,Law,Urban,2020,2010,Urban,Private Un-Aided,Private,1998
Karnataka,Bengaluru Rural,State Public University,BENGALURU NORTH UNIVERSITY (Id: U-0972),BENGALURU NORTH UNIVERSITY,U-0972,"Govt. First Grade College, Devanahalli-562110 (Id: C-20626)","Govt. First Grade College, Devanahalli-562110",C-20626,Affiliated College,"Vijayapura Road, Devanahalli, Devanahalli Taluk,Bangalore Rural District, Bangalore Rural",https://gfgc.kar.nic.in/devanahalli/,State Government,1984,No,Rural,2020,2010,Rural,State Government,Government,1984
Karnataka,Bengaluru Urban,State Public University,"Karnataka State Law University, Hubli (Id: U-0227)","Karnataka State Law University, Hubli",U-0227,"The Oxford College of Law, Bangalore (Id: C-9857)","The Oxford College of Law, Bangalore",C-9857,Affiliated College,"No,32 17th Main Sector IV, HSR Layout Bangalore, No,32 17th Main Sector IV, HSR Layout Bangalore, Bangalore",www.theoxford.edu,Private Un-Aided,2003,Law,Urban,2020,2010,Urban,Private Un-Aided,Private,2003
Karnataka,Chitradurga,State Public University,"Davangere University, Davangere (Id: U-0218)","Davangere University, Davangere",U-0218,WESTERN HILLS COLLEGE OF EDUCATION  (Id: C-61277),WESTERN HILLS COLLEGE OF EDUCATION,C-61277,Affiliated College,"BEHIND FATHIMA MASJID, AGASANAKALLU, CHITRADURGA",westernhillscta.com,Private Un-Aided,2017,No,Urban,2019,2018,Urban,Private Un-Aided,Private,2017
Karnataka,Shivamogga,State Public University,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)","Rajiv Gandhi University of Health Sciences, Bangalore",U-0240,Government Ayurveda Medical College (Id: C-60249),Government Ayurveda Medical College,C-60249,Affiliated College,"Opposite to CIrucit House, Sagar Road, Shivamogga",gamcshivamogga.in,State Government,2018,Medical-Ayurveda,Urban,2020,2018,Urban,State Government,Government,2018
Karnataka,Hassan,State Public University,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)","Rajiv Gandhi University of Health Sciences, Bangalore",U-0240,NISARGA COLLEGE OF PHYSIOTHERAPY (Id: C-64788),NISARGA COLLEGE OF PHYSIOTHERAPY,C-64788,Affiliated College,,,,,,,NO,2020,Not Defined,Not Defined,Not Defined,Not Defined
Karnataka,Kalaburagi,State Public University,"Karnataka State Women University, Bijapur (Id: U-0229)","Karnataka State Women University, Bijapur",U-0229,Govt Womens First Grade College Jewargi Colony Kalaburagi (Id: C-8666),Govt Womens First Grade College Jewargi Colony Kalaburagi,C-8666,Affiliated College,"Old Jewargi Road, Jewargi Colony,, Kalaburagi-585102",gfgc.kar.nic.in,State Government,2007,No,Urban,2020,2010,Urban,State Government,Government,2007
Karnataka,Bidar,State Public University,"Gulbarga University, Gulbarga (Id: U-0219)","Gulbarga University, Gulbarga",U-0219,"B202 Amareshwar Degree College, Aurad(B) (Id: C-9051)","B202 Amareshwar Degree College, Aurad(B)",C-9051,Affiliated College,"Amareshwar  Arts and Commerce Degree College,, Aurad (B) 585326, Aurad (B)",,Private Aided,1979,No,Rural,2020,2010,Rural,Private Aided,Private,1979
Karnataka,Tumakuru,State Public University,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)","Rajiv Gandhi University of Health Sciences, Bangalore",U-0240,Siddagnaga College of Pharmacy (Id: C-40599),Siddagnaga College of Pharmacy,C-40599,Affiliated College,"Sree Shivakumara Swamiji Circle B H Road, Sree Shivakumara Swamiji Circle, Tumkur",,Private Un-Aided,1983,No,Rural,2020,2010,Rural,Private Un-Aided,Private,1983
Karnataka,Chikballapur,State Public University,BENGALURU NORTH UNIVERSITY (Id: U-0972),BENGALURU NORTH UNIVERSITY,U-0972,ANJANADRI FIRST GRADE COLLEGE (Id: C-56189),ANJANADRI FIRST GRADE COLLEGE,C-56189,Affiliated College,"Peresandra, Gudibande Tq, Chickaballapur Tq, and Dist., Peresandra., Peresandra",,Private Un-Aided,2012,No,Rural,2020,2016,Rural,Private Un-Aided,Private,2012
Karnataka,Bidar,State Public University,"Vesveswaraiah Technological University, Belgaum (Id: U-0249)","Vesveswaraiah Technological University, Belgaum",U-0249,"Bhemanna Khandre  Institute of Technology, BHALKI (Id: C-1261)","Bhemanna Khandre Institute of Technology, BHALKI",C-1261,Affiliated College,"Bhalki-Humnabad Road, Bhalki, Bhalki",www.bkitbhalki.org,Private Un-Aided,1982,Engineering & Technology,Urban,2020,2010,Urban,Private Un-Aided,Private,1982
Karnataka,Bengaluru Rural,State Public University,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)","Rajiv Gandhi University of Health Sciences, Bangalore",U-0240,NARAYANA HRUDAYALAYA INSTITUTE OF PHYSIOTHERAPY (Id: C-61833),NARAYANA HRUDAYALAYA INSTITUTE OF PHYSIOTHERAPY,C-61833,Affiliated College,"NO. 258 A Bommasandra Industrial Area, Bangalore-560099, Bangalore",nhfcolleges.in,Private Un-Aided,2010,Physiotherapy,Urban,2020,2019,Urban,Private Un-Aided,Private,2010
Karnataka,Raichur,State Public University,"Gulbarga University, Gulbarga (Id: U-0219)","Gulbarga University, Gulbarga",U-0219,"D564 WISDOM POST GRADUATION COLLEGE OF COMMERCE SINDHANUR, RAICHUR (Id: C-62414)","D564 WISDOM POST GRADUATION COLLEGE OF COMMERCE SINDHANUR, RAICHUR",C-62414,Affiliated College,"Wisdom Post Graduation College SIndhanur , Behind Union Bank of Inida, Sindhanur",www.wisdomcommercecollege.edu.in,Private Un-Aided,2017,Commerce,Urban,2020,2019,Urban,Private Un-Aided,Private,2017
Karnataka,Dharwad,State Public University,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)","Rajiv Gandhi University of Health Sciences, Bangalore",U-0240,VIGHNESHWARA INSTITUTE OF NURSING SCIENCE COLLEGE HUBLI (Id: C-62718),VIGHNESHWARA INSTITUTE OF NURSING SCIENCE COLLEGE HUBLI,C-62718,Affiliated College,"Deshapande Layout, Vijayanagar, Hubballi",www.svvseducation.com,Private Aided,2006,No,Urban,2020,2019,Urban,Private Aided,Private,2006
Karnataka,Tumakuru,State Public University,"Kannada University, Hampi, Kamalapura (Id: U-0226)","Kannada University, Hampi, Kamalapura",U-0226,"Vani Chitrakala Shale, Chikkanayakanahalli (Id: C-26745)","Vani Chitrakala Shale, Chikkanayakanahalli",C-26745,Recognized Center,"B.H.Road, Chikkanayakanahalli Taluk, Tumkur District, Chikkanayakanahalli",,Private Aided,1974,Visula Art,Rural,2020,2010,Rural,Private Aided,Private,1974
Karnataka,Shivamogga,State Public University,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)","Kuvempu University, Shankaraghatta, Shimoga",U-0232,"Sharavathi First Grade College, Konanduru. (Id: C-17787)","Sharavathi First Grade College, Konanduru.",C-17787,Affiliated College,"KONANDUR - 577422, THIRTHAHALLI TALUK, KONANDUR",www.sfgckonandur.in,Private Aided,1983,No,Rural,2020,2010,Rural,Private Aided,Private,1983
Karnataka,Vijayapura,State Public University,"Rani Channamma University, Belagavi (Id: U-0602)","Rani Channamma University, Belagavi",U-0602,GOVT FIRST GRADE COLLEGE SINDAGI   (Id: C-62194),GOVT FIRST GRADE COLLEGE SINDAGI,C-62194,Affiliated College,"GOLAGERI ROAD, NEAR FIRE STATION, SINDAGI, POST: SINDAGI, TQ: SINDAGI, SINDAGI",https://gfgc.kar.nic.in/sindagi/home,State Government,2007,No,Rural,2020,2019,Rural,State Government,Government,2007
Karnataka,Yadgir,State Public University,"Gulbarga University, Gulbarga (Id: U-0219)","Gulbarga University, Gulbarga",U-0219,C334 Jawahar College of Education Yadgir (Id: C-9298),C334 Jawahar College of Education Yadgir,C-9298,Affiliated College,"OPPOSITE RURAL POLICE STATION YADGIRI, YADGIRI",https://www.jawaharcollege.com/,Private Aided,1985,No,Urban,2020,2010,Urban,Private Aided,Private,1985
Karnataka,Bengaluru Urban,State Public University,BENGALURU CENTRAL UNIVERSITY (Id: U-0956),BENGALURU CENTRAL UNIVERSITY,U-0956,"B.E.L First Grade College, Jalahalli, Bangalore-13 (Id: C-20791)","B.E.L First Grade College, Jalahalli, Bangalore-13",C-20791,Affiliated College,"Jalahalli Post,, Jalahalli, Bangalore - 560 013",www.beei.edu.in,Private Un-Aided,1994,No,Urban,2020,2010,Urban,Private Un-Aided,Private,1994
Karnataka,Belagavi,State Public University,"Rani Channamma University, Belagavi (Id: U-0602)","Rani Channamma University, Belagavi",U-0602,"DMSM'S COLLEGE OF BBA,  BELGAUM (Id: C-9964)","DMSM'S COLLEGE OF BBA, BELGAUM",C-9964,Affiliated College,"Jyoti Compound, Club Road Camp,, Belgaum",facebook.com/DMSMandals-College-of-Business-Administration,Private Un-Aided,2007,Management,Urban,2020,2010,Urban,Private Un-Aided,Private,2007
Karnataka,Uttar Kannad,State Public University,Karnataka Sanskrit University (Id: U-0625),Karnataka Sanskrit University,U-0625,"Sri Raghavendra Bharati Saveda Samskrita College, Honnavar (Id: C-13492)","Sri Raghavendra Bharati Saveda Samskrita College, Honnavar",C-13492,Affiliated College,"Subrahmanya, Post: Surkatte 581 334, Honnavar Uttara Kannada",,Private Aided,1952,Sanskrit,Rural,2020,2010,Rural,Private Aided,Private,1952
Karnataka,Belagavi,State Public University,"Rani Channamma University, Belagavi (Id: U-0602)","Rani Channamma University, Belagavi",U-0602,"B. SHANKARANAND ARTS COLLEGE, KUDACHI (Id: C-10137)","B. SHANKARANAND ARTS COLLEGE, KUDACHI",C-10137,Affiliated College,"Principal B.Shankaranand Arts & Commerce college Kudachi, Tq:Raibag Dist: Belgaum, Kudachi",www.bshankaranandartscollegekudachi.co.in,Private Aided,1993,Arts,Rural,2020,2010,Rural,Private Aided,Private,1993
Karnataka,Kodagu,State Public University,"Mangalore University, Mangalore (Id: U-0233)","Mangalore University, Mangalore",U-0233,"St. Joseph's Degree College, Choudlu Village, Somavarpet-571236 (Id: C-16954)","St. Joseph's Degree College, Choudlu Village, Somavarpet-571236",C-16954,Affiliated College,"Choudlu Village, Somwarpet-571236, Somwarpet",,Private Un-Aided,2009,No,Rural,2020,2010,Rural,Private Un-Aided,Private,2009
Karnataka,Bengaluru Urban,State Public University,"Bangalore University, Bangalore (Id: U-0215)","Bangalore University, Bangalore",U-0215,VIGOUR INSTITUTE OF YOGIC SCIENCE AND STUDIES  (Id: C-59769),VIGOUR INSTITUTE OF YOGIC SCIENCE AND STUDIES,C-59769,Affiliated College,"No 12/13 3rd Main Road, Kempegowdanagar T Dasarahalli Bangalor, No 12/13 3rd Main Road, Kempegowdanagar T Dasarahalli Bangalor, Bangalore",www.sssyogaeducare.org,Private Un-Aided,2016,No,Urban,2020,2017,Urban,Private Un-Aided,Private,2016
Karnataka,Udupi,State Public University,"Mangalore University, Mangalore (Id: U-0233)","Mangalore University, Mangalore",U-0233,"Dr. G. Shankar Government Women's First Grade College and P.G. Study Centre, Ajjarkadu, Udupi (Id: C-16851)","Dr. G. Shankar Government Women's First Grade College and P.G. Study Centre, Ajjarkadu, Udupi",C-16851,Affiliated College,"Ajjarakadu, Udupi, Karnataka state, Udupi, Udupi",www.gfgc.kar.nic.in/udupi-women,State Government,2003,No,Urban,2020,2010,Urban,State Government,Government,2003
Karnataka,Gadag,State Public University,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)","Rajiv Gandhi University of Health Sciences, Bangalore",U-0240,"Gadag Institute of Medical Sciences, Gadag (Id: C-57443)","Gadag Institute of Medical Sciences, Gadag",C-57443,Affiliated College,"Behind District Hospital, Mulgund road, Mallasamudra, Gadag",www.gimsgadag.org,State Government,2014,Medical-Allopathy,Rural,2019,2016,Rural,State Government,Government,2014
Karnataka,Bengaluru Urban,State Public University,BENGALURU CENTRAL UNIVERSITY (Id: U-0956),BENGALURU CENTRAL UNIVERSITY,U-0956,"RBANMS, First Grade College. #12, Annaswamy mudliar road, Banglaore-42 (Id: C-21161)","RBANMS, First Grade College. #12, Annaswamy mudliar road, Banglaore-42",C-21161,Affiliated College,"No.12, Annaswamy Mudaliar Road,Bangalore-560042, Bangalore-560042",www.rbanmsfgc.ac.in,Private Aided,1983,Commerce,Urban,2020,2010,Urban,Private Aided,Private,1983
Karnataka,Bagalkot,State Public University,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)","Rajiv Gandhi University of Health Sciences, Bangalore",U-0240,BVV Sangha���s Ayurvedic Medical College (Id: C-40167),BVV Sangha���s Ayurvedic Medical College,C-40167,Affiliated College,"Ayurved Medical College,Bus Stand Road, Bagalkot-587 101, Bagalkot",www.bvvsayurved.ac.in,Private Un-Aided,1998,Medical-Ayurveda,Urban,2020,2010,Urban,Private Un-Aided,Private,1998
Karnataka,Bengaluru Urban,State Public University,BENGALURU CENTRAL UNIVERSITY (Id: U-0956),BENGALURU CENTRAL UNIVERSITY,U-0956,"SJR Women College, #1/D 59th C cross, 4th M block, Rajajinagar, Bangalore-10 (Id: C-20845)","SJR Women College, #1/D 59th C cross, 4th M block, Rajajinagar, Bangalore-10",C-20845,Affiliated College,"#1/D 59th C cross, 4th M block, Rajajinagar, Bengaluru-10, Bengaluru",www.sjrcw.edu.in,Private Un-Aided,1990,No,Urban,2020,2010,Urban,Private Un-Aided,Private,1990
Karnataka,Dakshin Kannad,State Public University,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)","Rajiv Gandhi University of Health Sciences, Bangalore",U-0240,AALIYAH COLLEGE OF NURSING (Id: C-61932),AALIYAH COLLEGE OF NURSING,C-61932,Affiliated College,"Near Abbakka Circle,, Ullal,, Mangalore",,Private Un-Aided,2019,Nursing,Urban,2020,2019,Urban,Private Un-Aided,Private,2019
Karnataka,Ramanagara,State Public University,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)","Rajiv Gandhi University of Health Sciences, Bangalore",U-0240,SUBASH COLLEGE OF NURSING (Id: C-62183),SUBASH COLLEGE OF NURSING,C-62183,Affiliated College,"SUBASH COLLEGE OF NURSING, BANGALORE MYSORE ROAD, BIDADI",www.subashnursing.com,Private Un-Aided,2011,Nursing,Rural,2020,2019,Rural,Private Un-Aided,Private,2011
Karnataka,Dharwad,State Public University,"Karnataka University, Dharwad (Id: U-0230)","Karnataka University, Dharwad",U-0230,"ST JOSEPH?S COMMERCE COLLEGE, COLLEGE ROAD (Id: C-49633)","ST JOSEPH?S COMMERCE COLLEGE, COLLEGE ROAD",C-49633,Affiliated College,"College Road, Jublee Circle, college RD Dharwad, Dharwad",,Private Un-Aided,2013,No,Urban,2020,2013,Urban,Private Un-Aided,Private,2013
Karnataka,Uttar Kannad,State Public University,"Karnataka University, Dharwad (Id: U-0230)","Karnataka University, Dharwad",U-0230,"KCS Dr.A.V.Baliga Arts & Science College, Kumta. (N.K.) (Id: C-35490)","KCS Dr.A.V.Baliga Arts & Science College, Kumta. (N.K.)",C-35490,Affiliated College,"Hegde Road, Kumta 581 362, Kumta",avbaliga7217.org,Private Aided,1949,No,Urban,2020,2010,Urban,Private Aided,Private,1949
Karnataka,Bengaluru Urban,State Public University,"Vesveswaraiah Technological University, Belgaum (Id: U-0249)","Vesveswaraiah Technological University, Belgaum",U-0249,"VTU Extension Centre, IR Rasta, Bangalore (Id: C-1430)","VTU Extension Centre, IR Rasta, Bangalore",C-1430,PG Center / Off-Campus Center,"RASTA, Center for Road Technology VOLVO Construction Equipment Road machinery Campus, 7 and 8, Phase I,  Peenya Industrial Area, Bangalore - 560 058, Bangalore",www.rastacentre.co.in,Private Un-Aided,2004,Engineering & Technology,Urban,2020,2010,Urban,Private Un-Aided,Private,2004
Karnataka,Bengaluru Urban,State Public University,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)","Rajiv Gandhi University of Health Sciences, Bangalore",U-0240,The Bangalore Social Social College of Nursing (Id: C-40471),The Bangalore Social Social College of Nursing,C-40471,Affiliated College,"NO.4,60 FEET ROAD,BALARAMA LAYOUT, NEAR KRISHNA GARDEN, Bangalore",www.bsegroup.com,Private Un-Aided,2003,Nursing,Urban,2020,2010,Urban,Private Un-Aided,Private,2003
Karnataka,Kalaburagi,State Public University,"Karnataka State Law University, Hubli (Id: U-0227)","Karnataka State Law University, Hubli",U-0227,"Seth Shankarlal Lahoti Law College, Gulbarga (Id: C-9799)","Seth Shankarlal Lahoti Law College, Gulbarga",C-9799,Affiliated College,"Opp. P.D.A Eng. College,, Aiwan-E-Shahi, Station area,, Kalaburagi",www.ssl.hkes.edu.in,Private Aided,1960,Law,Urban,2020,2010,Urban,Private Aided,Private,1960
Karnataka,Vijayapura,State Public University,"Rani Channamma University, Belagavi (Id: U-0602)","Rani Channamma University, Belagavi",U-0602,SHRI GURU RAGHAVENDRA FIRST GRADE COLLEGE (Id: C-66041),SHRI GURU RAGHAVENDRA FIRST GRADE COLLEGE,C-66041,Affiliated College,,,,,,,NO,2021,Not Defined,Not Defined,Not Defined,Not Defined
Karnataka,Kalaburagi,State Public University,"Karnataka State Women University, Bijapur (Id: U-0229)","Karnataka State Women University, Bijapur",U-0229,"Chand Bi Bi College of Education for Women,  Gulbarga (Id: C-8662)","Chand Bi Bi College of Education for Women, Gulbarga",C-8662,Affiliated College,"Sy. No:- 96/2B #5-470/15/71/D/1, , NEAR RING ROAD, BULAND PARWAZ COLONY",www.chandbibicollegeofeducation.com,Private Aided,1985,No,Urban,2020,2010,Urban,Private Aided,Private,1985
Karnataka,Dakshin Kannad,Deemed University-Private,"Yenepoya (deemed to be University), Mangalore (Id: U-0250)","Yenepoya (deemed to be University), Mangalore",U-0250,Yenepoya Dental College (Id: C-8528),Yenepoya Dental College,C-8528,Constituent / University College,"Yenepoya (Deemed to be University), Mangalore, University Road,Deralakatte,Mangalore, Mangalore",www.yenepoyadentalcollege.com,Private Un-Aided,1992,Medical-Dental,Rural,2020,2010,Rural,Private Un-Aided,Private,1992
Karnataka,Dakshin Kannad,State Public University,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)","Rajiv Gandhi University of Health Sciences, Bangalore",U-0240,Alva's College of Nursing (Id: C-40454),Alva's College of Nursing,C-40454,Affiliated College,"Alvas Health Centre Complex, Moodbidri, -, Moodbidri",alvasnursing.com,Private Aided,1996,Nursing,Rural,2020,2010,Rural,Private Aided,Private,1996
Karnataka,Belagavi,State Public University,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)","Rajiv Gandhi University of Health Sciences, Bangalore",U-0240,VINAY HUBBALLI COLLEGE OF NURSING   BELAGAVI (Id: C-64888),VINAY HUBBALLI COLLEGE OF NURSING BELAGAVI,C-64888,Affiliated College,,,,,,,NO,2020,Not Defined,Not Defined,Not Defined,Not Defined
Karnataka,Shivamogga,State Public University,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)","Kuvempu University, Shankaraghatta, Shimoga",U-0232,"Hebbur Mahavidyalaya, Bhadravathi. (Id: C-17841)","Hebbur Mahavidyalaya, Bhadravathi.",C-17841,Affiliated College,"SHANKARMUTT ROAD, OLD TOWN, BHADRAVATHI",,Private Aided,1991,ARTS AND COMMERCE,Urban,2020,2010,Urban,Private Aided,Private,1991
Karnataka,Bidar,State Public University,"Gulbarga University, Gulbarga (Id: U-0219)","Gulbarga University, Gulbarga",U-0219,B214 Shri Siddharameshwara Degree College Kamalnagar (Id: C-9036),B214 Shri Siddharameshwara Degree College Kamalnagar,C-9036,Affiliated College,"Shri Siddarameshwar Degree College Kamalnagar, Tq Kamalnagar, Bidar",www.ssdck.org,Private Aided,1984,No,Rural,2020,2010,Rural,Private Aided,Private,1984
